state,updated,cases,todayCases,deaths,todayDeaths,recovered,active,casesPerOneMillion,deathsPerOneMillion,tests,testsPerOneMillion,population
Ohio,1731952471065,3741277,0,43896,0,3684603,12778,320065,3755,24766997,2118811,11689100
